1764682238.417145 server started (68603): version 3.6, socket /private/tmp/tmux-501/default, protocol 8
1764682238.417196 on Darwin 24.5.0 Darwin Kernel Version 24.5.0: Tue Apr 22 19:54:43 PDT 2025; root:xnu-11417.121.6~2/RELEASE_ARM64_T8132
1764682238.417207 using libevent 2.1.12-stable select
1764682238.417220 using utf8proc 2.11.2
1764682238.417228 using ncurses 6.5 20240427
1764682238.442974 yylex_token: end at WS
1764682238.442977 yylex_token: split-window
1764682238.442979 yylex_token: end at }
1764682238.442981 yylex_token: -v
1764682238.442984 yylex_token: end at WS
1764682238.442986 yylex_token: 
1764682238.442990 yylex_token: end at WS
1764682238.442993 yylex_token: #{?#{>:#{window_panes},1},,-}Swap Up
1764682238.442995 yylex_token: end at WS
1764682238.442997 yylex_token: u
1764682238.443000 yylex_token: end at WS
1764682238.443002 yylex_token: swap-pane
1764682238.443005 yylex_token: end at }
1764682238.443007 yylex_token: -U
1764682238.443011 yylex_token: end at WS
1764682238.443014 yylex_token: #{?#{>:#{window_panes},1},,-}Swap Down
1764682238.443016 yylex_token: end at WS
1764682238.443019 yylex_token: d
1764682238.443021 yylex_token: end at WS
1764682238.443023 yylex_token: swap-pane
1764682238.443026 yylex_token: end at }
1764682238.443028 yylex_token: -D
1764682238.443032 yylex_token: end at WS
1764682238.443035 yylex_token: #{?pane_marked_set,,-}Swap Marked
1764682238.443037 yylex_token: end at WS
1764682238.443039 yylex_token: s
1764682238.443042 yylex_token: end at }
1764682238.443044 yylex_token: swap-pane
1764682238.443047 yylex_token: end at WS
1764682238.443049 yylex_token: 
1764682238.443052 yylex_token: end at WS
1764682238.443054 yylex_token: Kill
1764682238.443056 yylex_token: end at WS
1764682238.443059 yylex_token: X
1764682238.443062 yylex_token: end at }
1764682238.443064 yylex_token: kill-pane
1764682238.443067 yylex_token: end at WS
1764682238.443069 yylex_token: Respawn
1764682238.443071 yylex_token: end at WS
1764682238.443073 yylex_token: R
1764682238.443076 yylex_token: end at WS
1764682238.443079 yylex_token: respawn-pane
1764682238.443081 yylex_token: end at }
1764682238.443083 yylex_token: -k
1764682238.443087 yylex_token: end at WS
1764682238.443090 yylex_token: #{?pane_marked,Unmark,Mark}
1764682238.443092 yylex_token: end at WS
1764682238.443094 yylex_token: m
1764682238.443097 yylex_token: end at WS
1764682238.443099 yylex_token: select-pane
1764682238.443102 yylex_token: end at }
1764682238.443104 yylex_token: -m
1764682238.443109 yylex_token: end at WS
1764682238.443112 yylex_token: #{?#{>:#{window_panes},1},,-}#{?window_zoomed_flag,Unzoom,Zoom}
1764682238.443118 yylex_token: end at WS
1764682238.443120 yylex_token: z
1764682238.443123 yylex_token: end at WS
1764682238.443125 yylex_token: resize-pane
1764682238.443128 yylex_token: end at }
1764682238.443130 yylex_token: -Z
1764682238.443134 cmd_parse_build_commands 0:0: bind
1764682238.443137 cmd_parse_build_commands 0:1: -n
1764682238.443139 cmd_parse_build_commands 0:2: MouseDown3Pane
1764682238.443142 cmd_parse_build_commands 0:3 0:0: if
1764682238.443144 cmd_parse_build_commands 0:3 0:1: -Ft=
1764682238.443148 cmd_parse_build_commands 0:3 0:2: #{||:#{mouse_any_flag},#{&&:#{pane_in_mode},#{?#{m/r:(copy|view)-mode,#{pane_mode}},0,1}}}
1764682238.443151 cmd_parse_build_commands 0:3 0:3 0:0: select-pane
1764682238.443153 cmd_parse_build_commands 0:3 0:3 0:1: -t=
1764682238.443156 cmd_parse_build_commands 0:3 0:3 1:0: send
1764682238.443158 cmd_parse_build_commands 0:3 0:3 1:1: -M
1764682238.443161 cmd_parse_build_commands 0:3 0:4 0:0: display-menu
1764682238.443163 cmd_parse_build_commands 0:3 0:4 0:1: -t=
1764682238.443166 cmd_parse_build_commands 0:3 0:4 0:2: -xM
1764682238.443168 cmd_parse_build_commands 0:3 0:4 0:3: -yM
1764682238.443171 cmd_parse_build_commands 0:3 0:4 0:4: -T
1764682238.443173 cmd_parse_build_commands 0:3 0:4 0:5: #[align=centre]#{pane_index} (#{pane_id})
1764682238.443176 cmd_parse_build_commands 0:3 0:4 0:6: #{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Top,}
1764682238.443178 cmd_parse_build_commands 0:3 0:4 0:7: <
1764682238.443181 cmd_parse_build_commands 0:3 0:4 0:8 0:0: send
1764682238.443184 cmd_parse_build_commands 0:3 0:4 0:8 0:1: -X
1764682238.443186 cmd_parse_build_commands 0:3 0:4 0:8 0:2: history-top
1764682238.443189 cmd_parse_build_commands 0:3 0:4 0:9: #{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Bottom,}
1764682238.443191 cmd_parse_build_commands 0:3 0:4 0:10: >
1764682238.443194 cmd_parse_build_commands 0:3 0:4 0:11 0:0: send
1764682238.443196 cmd_parse_build_commands 0:3 0:4 0:11 0:1: -X
1764682238.443199 cmd_parse_build_commands 0:3 0:4 0:11 0:2: history-bottom
1764682238.443202 cmd_parse_build_commands 0:3 0:4 0:12: 
1764682238.443204 cmd_parse_build_commands 0:3 0:4 0:13: #{?mouse_word,Search For #[underscore]#{=/9/...:mouse_word},}
1764682238.443207 cmd_parse_build_commands 0:3 0:4 0:14: C-r
1764682238.443210 cmd_parse_build_commands 0:3 0:4 0:15 0:0: if
1764682238.443212 cmd_parse_build_commands 0:3 0:4 0:15 0:1: -F
1764682238.443215 cmd_parse_build_commands 0:3 0:4 0:15 0:2: #{?#{m/r:(copy|view)-mode,#{pane_mode}},0,1}
1764682238.443217 cmd_parse_build_commands 0:3 0:4 0:15 0:3: copy-mode -t=
1764682238.443220 cmd_parse_build_commands 0:3 0:4 0:15 1:0: send
1764682238.443222 cmd_parse_build_commands 0:3 0:4 0:15 1:1: -Xt=
1764682238.443225 cmd_parse_build_commands 0:3 0:4 0:15 1:2: search-backward
1764682238.443227 cmd_parse_build_commands 0:3 0:4 0:15 1:3: --
1764682238.443230 cmd_parse_build_commands 0:3 0:4 0:15 1:4: #{q:mouse_word}
1764682238.443232 cmd_parse_build_commands 0:3 0:4 0:16: #{?mouse_word,Type #[underscore]#{=/9/...:mouse_word},}
1764682238.443235 cmd_parse_build_commands 0:3 0:4 0:17: C-y
1764682238.443237 cmd_parse_build_commands 0:3 0:4 0:18 0:0: copy-mode
1764682238.443240 cmd_parse_build_commands 0:3 0:4 0:18 0:1: -q
1764682238.443242 cmd_parse_build_commands 0:3 0:4 0:18 1:0: send-keys
1764682238.443245 cmd_parse_build_commands 0:3 0:4 0:18 1:1: -l
1764682238.443247 cmd_parse_build_commands 0:3 0:4 0:18 1:2: --
1764682238.443249 cmd_parse_build_commands 0:3 0:4 0:18 1:3: #{q:mouse_word}
1764682238.443252 cmd_parse_build_commands 0:3 0:4 0:19: #{?mouse_word,Copy #[underscore]#{=/9/...:mouse_word},}
1764682238.443255 cmd_parse_build_commands 0:3 0:4 0:20: c
1764682238.443257 cmd_parse_build_commands 0:3 0:4 0:21 0:0: copy-mode
1764682238.443259 cmd_parse_build_commands 0:3 0:4 0:21 0:1: -q
1764682238.443262 cmd_parse_build_commands 0:3 0:4 0:21 1:0: set-buffer
1764682238.443264 cmd_parse_build_commands 0:3 0:4 0:21 1:1: --
1764682238.443267 cmd_parse_build_commands 0:3 0:4 0:21 1:2: #{q:mouse_word}
1764682238.443273 cmd_parse_build_commands 0:3 0:4 0:22: #{?mouse_line,Copy Line,}
1764682238.443275 cmd_parse_build_commands 0:3 0:4 0:23: l
1764682238.443278 cmd_parse_build_commands 0:3 0:4 0:24 0:0: copy-mode
1764682238.443280 cmd_parse_build_commands 0:3 0:4 0:24 0:1: -q
1764682238.443283 cmd_parse_build_commands 0:3 0:4 0:24 1:0: set-buffer
1764682238.443285 cmd_parse_build_commands 0:3 0:4 0:24 1:1: --
1764682238.443287 cmd_parse_build_commands 0:3 0:4 0:24 1:2: #{q:mouse_line}
1764682238.443290 cmd_parse_build_commands 0:3 0:4 0:25: 
1764682238.443293 cmd_parse_build_commands 0:3 0:4 0:26: #{?mouse_hyperlink,Type #[underscore]#{=/9/...:mouse_hyperlink},}
1764682238.443295 cmd_parse_build_commands 0:3 0:4 0:27: C-h
1764682238.443298 cmd_parse_build_commands 0:3 0:4 0:28 0:0: copy-mode
1764682238.443300 cmd_parse_build_commands 0:3 0:4 0:28 0:1: -q
1764682238.443302 cmd_parse_build_commands 0:3 0:4 0:28 1:0: send-keys
1764682238.443305 cmd_parse_build_commands 0:3 0:4 0:28 1:1: -l
1764682238.443307 cmd_parse_build_commands 0:3 0:4 0:28 1:2: --
1764682238.443310 cmd_parse_build_commands 0:3 0:4 0:28 1:3: #{q:mouse_hyperlink}
1764682238.443312 cmd_parse_build_commands 0:3 0:4 0:29: #{?mouse_hyperlink,Copy #[underscore]#{=/9/...:mouse_hyperlink},}
1764682238.443315 cmd_parse_build_commands 0:3 0:4 0:30: h
1764682238.443317 cmd_parse_build_commands 0:3 0:4 0:31 0:0: copy-mode
1764682238.443320 cmd_parse_build_commands 0:3 0:4 0:31 0:1: -q
1764682238.443322 cmd_parse_build_commands 0:3 0:4 0:31 1:0: set-buffer
1764682238.443324 cmd_parse_build_commands 0:3 0:4 0:31 1:1: --
1764682238.443327 cmd_parse_build_commands 0:3 0:4 0:31 1:2: #{q:mouse_hyperlink}
1764682238.443329 cmd_parse_build_commands 0:3 0:4 0:32: 
1764682238.443332 cmd_parse_build_commands 0:3 0:4 0:33: Horizontal Split
1764682238.443334 cmd_parse_build_commands 0:3 0:4 0:34: h
1764682238.443337 cmd_parse_build_commands 0:3 0:4 0:35 0:0: split-window
1764682238.443339 cmd_parse_build_commands 0:3 0:4 0:35 0:1: -h
1764682238.443342 cmd_parse_build_commands 0:3 0:4 0:36: Vertical Split
1764682238.443344 cmd_parse_build_commands 0:3 0:4 0:37: v
1764682238.443347 cmd_parse_build_commands 0:3 0:4 0:38 0:0: split-window
1764682238.443349 cmd_parse_build_commands 0:3 0:4 0:38 0:1: -v
1764682238.443351 cmd_parse_build_commands 0:3 0:4 0:39: 
1764682238.443354 cmd_parse_build_commands 0:3 0:4 0:40: #{?#{>:#{window_panes},1},,-}Swap Up
1764682238.443357 cmd_parse_build_commands 0:3 0:4 0:41: u
1764682238.443359 cmd_parse_build_commands 0:3 0:4 0:42 0:0: swap-pane
1764682238.443361 cmd_parse_build_commands 0:3 0:4 0:42 0:1: -U
1764682238.443364 cmd_parse_build_commands 0:3 0:4 0:43: #{?#{>:#{window_panes},1},,-}Swap Down
1764682238.443366 cmd_parse_build_commands 0:3 0:4 0:44: d
1764682238.443369 cmd_parse_build_commands 0:3 0:4 0:45 0:0: swap-pane
1764682238.443371 cmd_parse_build_commands 0:3 0:4 0:45 0:1: -D
1764682238.443374 cmd_parse_build_commands 0:3 0:4 0:46: #{?pane_marked_set,,-}Swap Marked
1764682238.443376 cmd_parse_build_commands 0:3 0:4 0:47: s
1764682238.443379 cmd_parse_build_commands 0:3 0:4 0:48 0:0: swap-pane
1764682238.443381 cmd_parse_build_commands 0:3 0:4 0:49: 
1764682238.443384 cmd_parse_build_commands 0:3 0:4 0:50: Kill
1764682238.443386 cmd_parse_build_commands 0:3 0:4 0:51: X
1764682238.443388 cmd_parse_build_commands 0:3 0:4 0:52 0:0: kill-pane
1764682238.443391 cmd_parse_build_commands 0:3 0:4 0:53: Respawn
1764682238.443393 cmd_parse_build_commands 0:3 0:4 0:54: R
1764682238.443396 cmd_parse_build_commands 0:3 0:4 0:55 0:0: respawn-pane
1764682238.443398 cmd_parse_build_commands 0:3 0:4 0:55 0:1: -k
1764682238.443401 cmd_parse_build_commands 0:3 0:4 0:56: #{?pane_marked,Unmark,Mark}
1764682238.443403 cmd_parse_build_commands 0:3 0:4 0:57: m
1764682238.443406 cmd_parse_build_commands 0:3 0:4 0:58 0:0: select-pane
1764682238.443408 cmd_parse_build_commands 0:3 0:4 0:58 0:1: -m
1764682238.443411 cmd_parse_build_commands 0:3 0:4 0:59: #{?#{>:#{window_panes},1},,-}#{?window_zoomed_flag,Unzoom,Zoom}
1764682238.443413 cmd_parse_build_commands 0:3 0:4 0:60: z
1764682238.443424 cmd_parse_build_commands 0:3 0:4 0:61 0:0: resize-pane
1764682238.443427 cmd_parse_build_commands 0:3 0:4 0:61 0:1: -Z
1764682238.443430 cmd_parse_build_commands 0:0: if
1764682238.443433 cmd_parse_build_commands 0:1: -Ft=
1764682238.443435 cmd_parse_build_commands 0:2: #{||:#{mouse_any_flag},#{&&:#{pane_in_mode},#{?#{m/r:(copy|view)-mode,#{pane_mode}},0,1}}}
1764682238.443438 cmd_parse_build_commands 0:3 0:0: select-pane
1764682238.443441 cmd_parse_build_commands 0:3 0:1: -t=
1764682238.443443 cmd_parse_build_commands 0:3 1:0: send
1764682238.443445 cmd_parse_build_commands 0:3 1:1: -M
1764682238.443448 cmd_parse_build_commands 0:4 0:0: display-menu
1764682238.443450 cmd_parse_build_commands 0:4 0:1: -t=
1764682238.443453 cmd_parse_build_commands 0:4 0:2: -xM
1764682238.443455 cmd_parse_build_commands 0:4 0:3: -yM
1764682238.443457 cmd_parse_build_commands 0:4 0:4: -T
1764682238.443460 cmd_parse_build_commands 0:4 0:5: #[align=centre]#{pane_index} (#{pane_id})
1764682238.443463 cmd_parse_build_commands 0:4 0:6: #{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Top,}
1764682238.443465 cmd_parse_build_commands 0:4 0:7: <
1764682238.443468 cmd_parse_build_commands 0:4 0:8 0:0: send
1764682238.443470 cmd_parse_build_commands 0:4 0:8 0:1: -X
1764682238.443473 cmd_parse_build_commands 0:4 0:8 0:2: history-top
1764682238.443475 cmd_parse_build_commands 0:4 0:9: #{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Bottom,}
1764682238.443478 cmd_parse_build_commands 0:4 0:10: >
1764682238.443480 cmd_parse_build_commands 0:4 0:11 0:0: send
1764682238.443483 cmd_parse_build_commands 0:4 0:11 0:1: -X
1764682238.443485 cmd_parse_build_commands 0:4 0:11 0:2: history-bottom
1764682238.443488 cmd_parse_build_commands 0:4 0:12: 
1764682238.443491 cmd_parse_build_commands 0:4 0:13: #{?mouse_word,Search For #[underscore]#{=/9/...:mouse_word},}
1764682238.443493 cmd_parse_build_commands 0:4 0:14: C-r
1764682238.443496 cmd_parse_build_commands 0:4 0:15 0:0: if
1764682238.443498 cmd_parse_build_commands 0:4 0:15 0:1: -F
1764682238.443500 cmd_parse_build_commands 0:4 0:15 0:2: #{?#{m/r:(copy|view)-mode,#{pane_mode}},0,1}
1764682238.443503 cmd_parse_build_commands 0:4 0:15 0:3: copy-mode -t=
1764682238.443505 cmd_parse_build_commands 0:4 0:15 1:0: send
1764682238.443508 cmd_parse_build_commands 0:4 0:15 1:1: -Xt=
1764682238.443510 cmd_parse_build_commands 0:4 0:15 1:2: search-backward
1764682238.443513 cmd_parse_build_commands 0:4 0:15 1:3: --
1764682238.443515 cmd_parse_build_commands 0:4 0:15 1:4: #{q:mouse_word}
1764682238.443518 cmd_parse_build_commands 0:4 0:16: #{?mouse_word,Type #[underscore]#{=/9/...:mouse_word},}
1764682238.443520 cmd_parse_build_commands 0:4 0:17: C-y
1764682238.443523 cmd_parse_build_commands 0:4 0:18 0:0: copy-mode
1764682238.443525 cmd_parse_build_commands 0:4 0:18 0:1: -q
1764682238.443528 cmd_parse_build_commands 0:4 0:18 1:0: send-keys
1764682238.443530 cmd_parse_build_commands 0:4 0:18 1:1: -l
1764682238.443532 cmd_parse_build_commands 0:4 0:18 1:2: --
1764682238.443535 cmd_parse_build_commands 0:4 0:18 1:3: #{q:mouse_word}
1764682238.443537 cmd_parse_build_commands 0:4 0:19: #{?mouse_word,Copy #[underscore]#{=/9/...:mouse_word},}
1764682238.443540 cmd_parse_build_commands 0:4 0:20: c
1764682238.443542 cmd_parse_build_commands 0:4 0:21 0:0: copy-mode
1764682238.443545 cmd_parse_build_commands 0:4 0:21 0:1: -q
1764682238.443547 cmd_parse_build_commands 0:4 0:21 1:0: set-buffer
1764682238.443549 cmd_parse_build_commands 0:4 0:21 1:1: --
1764682238.443552 cmd_parse_build_commands 0:4 0:21 1:2: #{q:mouse_word}
1764682238.443554 cmd_parse_build_commands 0:4 0:22: #{?mouse_line,Copy Line,}
1764682238.443557 cmd_parse_build_commands 0:4 0:23: l
1764682238.443559 cmd_parse_build_commands 0:4 0:24 0:0: copy-mode
1764682238.443562 cmd_parse_build_commands 0:4 0:24 0:1: -q
1764682238.443564 cmd_parse_build_commands 0:4 0:24 1:0: set-buffer
1764682238.443566 cmd_parse_build_commands 0:4 0:24 1:1: --
1764682238.443569 cmd_parse_build_commands 0:4 0:24 1:2: #{q:mouse_line}
1764682238.443574 cmd_parse_build_commands 0:4 0:25: 
1764682238.443577 cmd_parse_build_commands 0:4 0:26: #{?mouse_hyperlink,Type #[underscore]#{=/9/...:mouse_hyperlink},}
1764682238.443579 cmd_parse_build_commands 0:4 0:27: C-h
1764682238.443582 cmd_parse_build_commands 0:4 0:28 0:0: copy-mode
1764682238.443584 cmd_parse_build_commands 0:4 0:28 0:1: -q
1764682238.443587 cmd_parse_build_commands 0:4 0:28 1:0: send-keys
1764682238.443589 cmd_parse_build_commands 0:4 0:28 1:1: -l
1764682238.443592 cmd_parse_build_commands 0:4 0:28 1:2: --
1764682238.443594 cmd_parse_build_commands 0:4 0:28 1:3: #{q:mouse_hyperlink}
1764682238.443597 cmd_parse_build_commands 0:4 0:29: #{?mouse_hyperlink,Copy #[underscore]#{=/9/...:mouse_hyperlink},}
1764682238.443599 cmd_parse_build_commands 0:4 0:30: h
1764682238.443602 cmd_parse_build_commands 0:4 0:31 0:0: copy-mode
1764682238.443604 cmd_parse_build_commands 0:4 0:31 0:1: -q
1764682238.443606 cmd_parse_build_commands 0:4 0:31 1:0: set-buffer
1764682238.443609 cmd_parse_build_commands 0:4 0:31 1:1: --
1764682238.443611 cmd_parse_build_commands 0:4 0:31 1:2: #{q:mouse_hyperlink}
1764682238.443613 cmd_parse_build_commands 0:4 0:32: 
1764682238.443616 cmd_parse_build_commands 0:4 0:33: Horizontal Split
1764682238.443618 cmd_parse_build_commands 0:4 0:34: h
1764682238.443621 cmd_parse_build_commands 0:4 0:35 0:0: split-window
1764682238.443623 cmd_parse_build_commands 0:4 0:35 0:1: -h
1764682238.443626 cmd_parse_build_commands 0:4 0:36: Vertical Split
1764682238.443628 cmd_parse_build_commands 0:4 0:37: v
1764682238.443631 cmd_parse_build_commands 0:4 0:38 0:0: split-window
1764682238.443633 cmd_parse_build_commands 0:4 0:38 0:1: -v
1764682238.443635 cmd_parse_build_commands 0:4 0:39: 
1764682238.443638 cmd_parse_build_commands 0:4 0:40: #{?#{>:#{window_panes},1},,-}Swap Up
1764682238.443640 cmd_parse_build_commands 0:4 0:41: u
1764682238.443643 cmd_parse_build_commands 0:4 0:42 0:0: swap-pane
1764682238.443645 cmd_parse_build_commands 0:4 0:42 0:1: -U
1764682238.443648 cmd_parse_build_commands 0:4 0:43: #{?#{>:#{window_panes},1},,-}Swap Down
1764682238.443650 cmd_parse_build_commands 0:4 0:44: d
1764682238.443653 cmd_parse_build_commands 0:4 0:45 0:0: swap-pane
1764682238.443655 cmd_parse_build_commands 0:4 0:45 0:1: -D
1764682238.443657 cmd_parse_build_commands 0:4 0:46: #{?pane_marked_set,,-}Swap Marked
1764682238.443660 cmd_parse_build_commands 0:4 0:47: s
1764682238.443662 cmd_parse_build_commands 0:4 0:48 0:0: swap-pane
1764682238.443665 cmd_parse_build_commands 0:4 0:49: 
1764682238.443667 cmd_parse_build_commands 0:4 0:50: Kill
1764682238.443669 cmd_parse_build_commands 0:4 0:51: X
1764682238.443672 cmd_parse_build_commands 0:4 0:52 0:0: kill-pane
1764682238.443674 cmd_parse_build_commands 0:4 0:53: Respawn
1764682238.443677 cmd_parse_build_commands 0:4 0:54: R
1764682238.443679 cmd_parse_build_commands 0:4 0:55 0:0: respawn-pane
